ENSEMBL,HGNC,log2FoldChange,pvalue
ENSG00000142197,DOP1B,0.196431348,0.113031153
ENSG00000142207,URB1,-0.109362458,0.485473749
ENSG00000142208,AKT1,-0.043461773,0.433028625
ENSG00000142227,EMP3,-0.234556149,0.187383031
ENSG00000142230,SAE1,0.002268043,0.981381037
ENSG00000142233,NTN5,0.096939448,0.703373812
ENSG00000142235,LMTK3,0.022239264,0.877670621
ENSG00000142252,GEMIN7,-0.045991135,0.595300257
ENSG00000142279,WTIP,-0.115445463,0.367429957
ENSG00000142303,ADAMTS10,-0.048290432,0.772607904
ENSG00000142327,RNPEPL1,0.022819047,0.858742353
ENSG00000142330,CAPN10,-0.03314905,0.635761994
ENSG00000142347,MYO1F,-0.129313351,0.395656768
ENSG00000142396,ERVK3-1,-0.055341148,0.275700152
ENSG00000142408,CACNG8,-0.100526349,0.550944146
ENSG00000142409,ZNF787,-0.060500064,0.458822332
ENSG00000142444,TIMM29,-0.125434089,0.069088887
ENSG00000142449,FBN3,0.168961234,0.642204327
ENSG00000142453,CARM1,-0.0252808,0.717044098
ENSG00000142459,EVI5L,-0.054513536,0.587571439
ENSG00000142494,SLC47A1,0.068946453,0.877168367
ENSG00000142507,PSMB6,-0.069333665,0.59856532
ENSG00000142512,SIGLEC10,0.056423093,0.820217253
ENSG00000142513,ACP4,0.110801269,0.444515068
ENSG00000142528,ZNF473,-0.124587549,0.38142527
ENSG00000142530,GARIN5A,-0.270749599,0.259290993
ENSG00000142534,RPS11,-0.087524212,0.522051767
ENSG00000142541,RPL13A,-0.083044953,0.552568629
ENSG00000142544,CTU1,0.02195685,0.850351518
ENSG00000142546,NOSIP,-0.1086262,0.281277537
ENSG00000142549,IGLON5,0.122523434,0.606537195
ENSG00000142552,RCN3,-0.710293036,0.005699963
ENSG00000142556,ZNF614,-0.038561122,0.713211068
ENSG00000142583,SLC2A5,-0.682352163,0.152316698
ENSG00000142599,RERE,0.05812903,0.416089365
ENSG00000142606,MMEL1,0.569825517,0.203452911
ENSG00000142609,CFAP74,-0.448115455,0.406179735
ENSG00000142611,PRDM16,0.244702896,0.621073169
ENSG00000142615,CELA2A,0.231148245,0.57448351
ENSG00000142621,FHAD1,-0.324817257,0.340269657
ENSG00000142627,EPHA2,0.232261068,0.49782139
ENSG00000142632,ARHGEF19,0.1786828,0.527877046
ENSG00000142634,EFHD2,-0.050639205,0.733963263
ENSG00000142655,PEX14,-0.09144096,0.094609624
ENSG00000142657,PGD,-0.158599742,0.172936286
ENSG00000142661,MYOM3,0.028901866,0.959447118
ENSG00000142669,SH3BGRL3,-0.205958836,0.180736527
ENSG00000142675,CNKSR1,-0.089672704,0.606205408
ENSG00000142676,RPL11,-0.071553757,0.543935488
ENSG00000142684,ZNF593,-0.131014179,0.434621303
ENSG00000142686,C1orf216,-0.337335572,0.325990483
ENSG00000142687,KIAA0319L,-0.104905633,0.103562873
ENSG00000142694,EVA1B,-0.374731978,0.009804694
ENSG00000142698,C1orf94,0.025235821,0.978931749
ENSG00000142700,DMRTA2,0.973524936,0.048501562
ENSG00000142731,PLK4,0.243095763,0.14609207
ENSG00000142733,MAP3K6,-0.120960168,0.421049726
ENSG00000142751,GPN2,-0.154257335,0.053717954
ENSG00000142765,SYTL1,0.021470136,0.880027424
ENSG00000142784,WDTC1,-0.125587663,0.036035177
ENSG00000142794,NBPF3,-0.082656028,0.478604777
ENSG00000142798,HSPG2,-0.384078359,0.131168848
ENSG00000142856,ITGB3BP,0.179686766,0.071816021
ENSG00000142864,SERBP1,-0.026037906,0.805830614
ENSG00000142867,BCL10,-0.137859099,0.130684724
ENSG00000142871,CCN1,-0.53820358,0.130261937
ENSG00000142875,PRKACB,-0.021429801,0.87501621
ENSG00000142892,PIGK,-0.198378351,0.058299947
ENSG00000142920,AZIN2,0.013324874,0.950785641
ENSG00000142937,RPS8,-0.110814327,0.404506469
ENSG00000142945,KIF2C,0.105858248,0.518710229
ENSG00000142949,PTPRF,-0.062458375,0.559099305
ENSG00000142959,BEST4,-0.609636184,0.029005627
ENSG00000142961,MOB3C,-0.17781706,0.08117705
ENSG00000143013,LMO4,0.119792311,0.434997003
ENSG00000143028,SYPL2,-0.25544452,0.387282567
ENSG00000143032,BARHL2,0.741082475,0.307213425
ENSG00000143033,MTF2,0.089303598,0.454735999
ENSG00000143036,SLC44A3,-0.041653525,0.820366464
ENSG00000143061,IGSF3,0.028361237,0.833727824
ENSG00000143067,ZNF697,0.198339106,0.351374658
ENSG00000143079,CTTNBP2NL,-0.060633373,0.322151439
ENSG00000143093,STRIP1,-0.060760488,0.376329879
ENSG00000143106,PSMA5,-0.033300511,0.772946108
ENSG00000143107,FNDC7,-1.651818364,0.000459354
ENSG00000143110,C1orf162,0.148978625,0.505025121
ENSG00000143119,CD53,0.370842011,0.192865191
ENSG00000143125,PROK1,0.388157561,0.30312385
ENSG00000143126,CELSR2,0.116375963,0.379220849
ENSG00000143127,ITGA10,0.148358637,0.438509701
ENSG00000143147,GPR161,0.042441085,0.685424777
ENSG00000143149,ALDH9A1,-0.305843926,0.041355472
ENSG00000143153,ATP1B1,-0.058475474,0.640173075
ENSG00000143155,TIPRL,-0.028543288,0.752556276
ENSG00000143156,NME7,-0.033929793,0.620613831
ENSG00000143157,POGK,0.064415155,0.134170019
ENSG00000143158,MPC2,-0.094382524,0.316700799
ENSG00000143162,CREG1,-0.182933252,0.180044721
ENSG00000143164,DCAF6,-0.078674362,0.453902177
ENSG00000143167,GPA33,0.629450473,0.142546176
ENSG00000143171,RXRG,0.206358449,0.732808791
ENSG00000143178,TBX19,-0.052274028,0.769145565
ENSG00000143179,UCK2,0.183129827,0.125411968
ENSG00000143183,TMCO1,-0.183654576,0.050036089
ENSG00000143190,POU2F1,-0.079565834,0.520798984
ENSG00000143194,MAEL,-0.124770591,0.677323056
ENSG00000143195,ILDR2,0.03498129,0.846712441
ENSG00000143196,DPT,0.518279861,0.441109773
ENSG00000143198,MGST3,-0.174569536,0.072182836
ENSG00000143199,ADCY10,0.060205496,0.784585527
ENSG00000143207,COP1,0.103436638,0.07081253
ENSG00000143222,UFC1,-0.055160266,0.659616578
ENSG00000143224,PPOX,-0.068851304,0.364386359
ENSG00000143226,FCGR2A,0.45820333,0.559367168
ENSG00000143228,NUF2,0.125032722,0.459097773
ENSG00000143248,RGS5,-0.407440386,0.117083113
ENSG00000143252,SDHC,-0.17354109,0.082774157
ENSG00000143256,PFDN2,-0.02174827,0.844841101
ENSG00000143257,NR1I3,0.233278238,0.295306005
ENSG00000143258,USP21,-0.051816556,0.572482639
ENSG00000143294,PRCC,-0.076817493,0.108431205
ENSG00000143303,METTL25B,-0.069997723,0.36149525
ENSG00000143314,MRPL24,-0.016149435,0.917433616
ENSG00000143315,PIGM,-0.066894877,0.532504726
ENSG00000143318,CASQ1,0.25410789,0.265312842
ENSG00000143319,ISG20L2,-0.048086917,0.531375338
ENSG00000143320,CRABP2,-0.015637947,0.959384318
ENSG00000143321,HDGF,-0.092653513,0.367994959
ENSG00000143322,ABL2,-0.212188011,0.120045855
ENSG00000143324,XPR1,-0.065178091,0.546784433
ENSG00000143333,RGS16,0.229698436,0.434683997
ENSG00000143337,TOR1AIP1,-0.245035038,0.052738573
ENSG00000143340,FAM163A,-0.175231139,0.672292418
ENSG00000143341,HMCN1,-0.976568285,0.031598723
ENSG00000143344,RGL1,0.162205769,0.137254331
ENSG00000143353,LYPLAL1,0.012193681,0.868676188
ENSG00000143355,LHX9,2.329043164,0.00026334
ENSG00000143363,PRUNE1,-0.254700904,0.001081425
ENSG00000143365,RORC,-0.396098493,0.199859316
ENSG00000143367,TUFT1,-0.182697403,0.306799956
ENSG00000143368,SF3B4,-0.126620374,0.234847868
ENSG00000143369,ECM1,-0.099904916,0.701209403
ENSG00000143373,ZNF687,-0.08427878,0.227618513
ENSG00000143374,TARS2,0.014789397,0.827512338
ENSG00000143375,CGN,-0.074244298,0.588711634
ENSG00000143376,SNX27,-0.058178884,0.400528029
ENSG00000143379,SETDB1,0.008619819,0.816342445
ENSG00000143382,ADAMTSL4,0.012969913,0.935806023
ENSG00000143384,MCL1,-0.092938882,0.419852687
ENSG00000143387,CTSK,0.199073629,0.277580476
ENSG00000143390,RFX5,-0.075332681,0.410614576
ENSG00000143393,PI4KB,-0.185779082,0.008872162
ENSG00000143398,PIP5K1A,-0.107381918,0.364665164
ENSG00000143401,ANP32E,0.039390011,0.694576313
ENSG00000143409,MINDY1,-0.293923139,0.052709532
ENSG00000143412,ANXA9,-0.317240975,0.039979646
ENSG00000143416,SELENBP1,-0.300537288,0.160604928
ENSG00000143418,CERS2,-0.289296095,0.023544003
ENSG00000143420,ENSA,-0.012940039,0.84770944
ENSG00000143429,LSP1P4,-0.200093039,0.445180927
ENSG00000143434,SEMA6C,0.093195105,0.373395499
ENSG00000143436,MRPL9,-0.106597328,0.27388558
ENSG00000143437,ARNT,0.006641152,0.931689412
ENSG00000143442,POGZ,0.002850311,0.95272484
ENSG00000143443,C1orf56,-0.212333285,0.017183947
ENSG00000143450,OAZ3,-0.195387654,0.115906058
ENSG00000143452,HORMAD1,-0.172687046,0.541901105
ENSG00000143457,GOLPH3L,-0.191193977,0.13550477
ENSG00000143458,GABPB2,-0.147003152,0.0952626
ENSG00000143469,SYT14,0.214327243,0.414554111
ENSG00000143473,KCNH1,-0.115785731,0.664875952
ENSG00000143476,DTL,0.381660933,0.178655908
ENSG00000143479,DYRK3,-0.171711503,0.414975759
ENSG00000143486,EIF2D,-0.107728221,0.218594257
ENSG00000143493,INTS7,0.14083457,0.098148492
ENSG00000143494,VASH2,0.308851114,0.268204184
ENSG00000143498,TAF1A,-0.039644049,0.717637762
ENSG00000143499,SMYD2,0.016794878,0.895288854
ENSG00000143502,SUSD4,-0.295199566,0.347806557
ENSG00000143507,DUSP10,-0.057140878,0.802475017
ENSG00000143512,HHIPL2,-0.536777683,0.104823489
ENSG00000143514,TP53BP2,0.013475618,0.884293871
ENSG00000143515,ATP8B2,-0.031811628,0.725756248
ENSG00000143537,ADAM15,-0.208998474,0.096885594
ENSG00000143543,JTB,-0.110064822,0.259385042
ENSG00000143545,RAB13,-0.224552275,0.096472417
ENSG00000143549,TPM3,-0.108448682,0.355123224
ENSG00000143552,NUP210L,0.068321424,0.735567426
ENSG00000143553,SNAPIN,-0.131663954,0.229519584
ENSG00000143554,SLC27A3,-0.236734856,0.103244695
ENSG00000143569,UBAP2L,-0.093315722,0.09329372
ENSG00000143570,SLC39A1,-0.185395451,0.149977687
ENSG00000143575,HAX1,-0.144770705,0.219111449
ENSG00000143578,CREB3L4,-0.006965338,0.950364341
ENSG00000143590,EFNA3,0.163160389,0.461372281
ENSG00000143595,AQP10,-0.434179598,0.194346269
ENSG00000143603,KCNN3,0.163912256,0.512957032
ENSG00000143612,C1orf43,-0.144921553,0.289844579
ENSG00000143614,GATAD2B,0.01297502,0.886113891
ENSG00000143621,ILF2,-0.067919181,0.514951397
ENSG00000143622,RIT1,-0.176183277,0.151867795
ENSG00000143624,INTS3,-0.180224866,0.02425994
ENSG00000143627,PKLR,0.239812213,0.480399218
ENSG00000143630,HCN3,0.118901415,0.611638717
ENSG00000143631,FLG,0.977311145,0.395868788
ENSG00000143632,ACTA1,-0.224616534,0.499340668
ENSG00000143633,C1orf131,-0.028096117,0.722543927
ENSG00000143641,GALNT2,-0.182004485,0.207713383
ENSG00000143643,TTC13,0.045474693,0.638208261
ENSG00000143653,SCCPDH,-0.105048146,0.302245415
ENSG00000143669,LYST,0.197848088,0.129713504
ENSG00000143674,MAP3K21,0.149982944,0.625251451
ENSG00000143702,CEP170,0.183309811,0.16309056
ENSG00000143727,ACP1,-0.016484531,0.893666144
ENSG00000143740,SNAP47,0.020723585,0.743737264
ENSG00000143742,SRP9,-0.099688651,0.312981666
ENSG00000143748,NVL,0.017146674,0.80925257
ENSG00000143751,SDE2,-0.190966407,0.084094278
ENSG00000143753,DEGS1,-0.096317992,0.329686473
ENSG00000143756,FBXO28,-0.068762789,0.419132123
ENSG00000143761,ARF1,-0.096344888,0.510311178
ENSG00000143768,LEFTY2,0.853147681,0.086106498
ENSG00000143771,CNIH4,-0.002347846,0.972337784
ENSG00000143772,ITPKB,-0.129697596,0.509651545
ENSG00000143774,GUK1,-0.171164222,0.09095831
ENSG00000143776,CDC42BPA,0.083734476,0.18453235
ENSG00000143786,CNIH3,-0.315405157,0.060354587
ENSG00000143793,C1orf35,-0.014095133,0.886219985
ENSG00000143797,MBOAT2,0.019111145,0.806415379
ENSG00000143799,PARP1,0.062187265,0.563646764
ENSG00000143801,PSEN2,0.020431579,0.832474051
ENSG00000143811,PYCR2,-0.017792656,0.874164311
ENSG00000143815,LBR,0.007052553,0.949681327
ENSG00000143816,WNT9A,-0.089647058,0.709382446
ENSG00000143819,EPHX1,-0.221970471,0.145099547
ENSG00000143842,SOX13,0.09289592,0.601973364
ENSG00000143845,ETNK2,-0.138830953,0.31530452
ENSG00000143847,PPFIA4,0.301583401,0.276625306
ENSG00000143850,PLEKHA6,0.104319036,0.587953244
ENSG00000143851,PTPN7,-0.024936147,0.909607165
ENSG00000143858,SYT2,0.285521794,0.301114629
ENSG00000143862,ARL8A,-0.063299713,0.37795662
ENSG00000143867,OSR1,-0.316656479,0.43810091
ENSG00000143869,GDF7,0.158311606,0.413581387
ENSG00000143870,PDIA6,-0.206918987,0.141349188
ENSG00000143878,RHOB,0.102986037,0.631324036
ENSG00000143882,ATP6V1C2,-0.286702588,0.127950607
ENSG00000143889,HNRNPLL,0.047344457,0.52764056
ENSG00000143891,GALM,-0.141792988,0.259084408
ENSG00000143919,CAMKMT,-0.12256973,0.297359224
ENSG00000143924,EML4,0.093055668,0.440687269
ENSG00000143933,CALM2,0.019063873,0.850004304
ENSG00000143942,CHAC2,0.137178116,0.460831567
ENSG00000143947,RPS27A,-0.064101177,0.645848106
ENSG00000143951,WDPCP,0.032924166,0.605444128
ENSG00000143952,VPS54,0.042806224,0.503404747
ENSG00000143970,ASXL2,-0.07154075,0.445335975
ENSG00000143971,ETAA1,0.046133722,0.573886031
ENSG00000143977,SNRPG,-0.102460966,0.512116619
ENSG00000143994,ABHD1,0.043271613,0.785027967
ENSG00000143995,MEIS1,-0.252240576,0.11310117
ENSG00000144021,CIAO1,0.010485557,0.890194173
ENSG00000144026,ZNF514,0.074559963,0.370259522
ENSG00000144028,SNRNP200,-0.070202034,0.397521082
ENSG00000144029,MRPS5,0.071257073,0.461536755
ENSG00000144031,ANKRD53,-0.098149847,0.539049937
ENSG00000144034,TPRKB,0.097235936,0.453029544
ENSG00000144035,NAT8,-0.181647068,0.517182638
ENSG00000144036,EXOC6B,-0.056574281,0.467493038
ENSG00000144040,SFXN5,0.071081204,0.67472356
ENSG00000144043,TEX261,-0.183661442,0.374386965
ENSG00000144045,DQX1,0.386186667,0.069321946
ENSG00000144048,DUSP11,-0.008751422,0.926410856
ENSG00000144057,ST6GAL2,0.43637011,0.21821312
ENSG00000144061,NPHP1,-0.080604424,0.66276304
ENSG00000144063,MALL,-1.222357972,0.007812971
ENSG00000144115,THNSL2,-0.333765257,0.608555831
ENSG00000144118,RALB,0.016123365,0.916335999
ENSG00000144119,C1QL2,-0.227224098,0.702041842
ENSG00000144120,TMEM177,0.139641196,0.221413173
ENSG00000144134,RABL2A,-0.055614216,0.757967789
ENSG00000144136,SLC20A1,0.075991561,0.665901359
ENSG00000144152,FBLN7,0.012298576,0.96924636
ENSG00000144158,SNRPA1P1,-0.421447816,0.223376982
ENSG00000144161,ZC3H8,0.263194169,0.008986869
ENSG00000144182,LIPT1,-0.029552835,0.791658219
ENSG00000144191,CNGA3,0.017983773,0.965251285
ENSG00000144199,FAHD2B,0.009775739,0.920940724
ENSG00000144214,LYG1,0.216759249,0.104876321
ENSG00000144218,AFF3,-0.047603836,0.75673341
ENSG00000144224,UBXN4,0.020403733,0.807354413
ENSG00000144227,NXPH2,0.483729242,0.376507904
ENSG00000144228,SPOPL,0.048069299,0.698919439
ENSG00000144229,THSD7B,-0.039909118,0.926387653
ENSG00000144230,GPR17,-0.08341519,0.778077867
ENSG00000144231,POLR2D,-0.062317738,0.568561648
ENSG00000144233,AMMECR1L,-0.113826542,0.258305807
ENSG00000144278,GALNT13,0.010638707,0.969536757
ENSG00000144283,PKP4,-0.011356847,0.909666455
ENSG00000144285,SCN1A,0.404279426,0.030399604
ENSG00000144290,SLC4A10,0.4088589,0.250880385
ENSG00000144306,SCRN3,-0.014147148,0.887218253
ENSG00000144320,LNPK,0.067315181,0.511617318
ENSG00000144331,ZNF385B,0.048629951,0.877702322
ENSG00000144339,TMEFF2,-0.12553055,0.618755038
ENSG00000144354,CDCA7,0.190969246,0.394129725
ENSG00000144355,DLX1,0.29619589,0.663843792
ENSG00000144357,UBR3,0.066406325,0.482545894
ENSG00000144362,PHOSPHO2,0.113454173,0.306720032
ENSG00000144366,GULP1,0.028167189,0.834918121
ENSG00000144369,FAM171B,-0.058424078,0.706680749
ENSG00000144381,HSPD1,-0.203356091,0.228135071
ENSG00000144395,CCDC150,0.350908034,0.001309109
ENSG00000144401,METTL21A,0.022711708,0.806806814
ENSG00000144406,UNC80,-0.25595537,0.087790235
ENSG00000144407,PTH2R,2.145983517,1.44E-06
ENSG00000144426,NBEAL1,0.032812413,0.651107483
ENSG00000144445,KANSL1L,0.040953578,0.483810193
ENSG00000144451,SPAG16,-0.207241227,0.056016672
ENSG00000144452,ABCA12,0.21267292,0.277967801
ENSG00000144455,SUMF1,-0.228803858,0.03639832
ENSG00000144460,NYAP2,0.106392977,0.726442022
ENSG00000144468,RHBDD1,-0.19762353,0.118718704
ENSG00000144476,ACKR3,0.20947502,0.352190785
ENSG00000144481,TRPM8,0.494471327,0.157876854
ENSG00000144485,HES6,0.335777585,0.173351492
ENSG00000144488,ESPNL,0.002916917,0.993265766
ENSG00000144504,ANKMY1,0.061256565,0.591318323
ENSG00000144524,COPS7B,-0.080146891,0.307303057
ENSG00000144535,DIS3L2,-0.026494764,0.724520177
ENSG00000144550,CPNE9,-0.242956293,0.139424001
ENSG00000144554,FANCD2,0.180439897,0.353920699
ENSG00000144559,TAMM41,0.07625593,0.21818422
ENSG00000144560,VGLL4,-0.211422188,0.094064187
ENSG00000144566,RAB5A,-0.074090471,0.419692858
ENSG00000144567,RETREG2,-0.171762133,0.042279055
ENSG00000144579,CTDSP1,-0.154514452,0.376835946
ENSG00000144580,CNOT9,0.053352004,0.571853684
ENSG00000144583,MARCHF4,0.226007698,0.519042109
ENSG00000144589,STK11IP,-0.093554548,0.246506467
ENSG00000144591,GMPPA,-0.135363028,0.293649157
ENSG00000144596,GRIP2,0.746273196,0.012108551
ENSG00000144597,EAF1,-0.105879945,0.417369028
ENSG00000144619,CNTN4,0.468587159,0.505821292
ENSG00000144635,DYNC1LI1,0.050485373,0.616114122
ENSG00000144642,RBMS3,-0.337829977,0.290382647
ENSG00000144644,GADL1,0.909868107,0.135825293
ENSG00000144645,OSBPL10,0.203811749,0.514960102
ENSG00000144647,POMGNT2,-0.175095714,0.028016891
ENSG00000144648,ACKR2,0.367323618,0.134805201
ENSG00000144649,GASK1A,0.793607378,0.056276668
ENSG00000144655,CSRNP1,-0.34880001,0.115952052
ENSG00000144659,SLC25A38,-0.187430234,0.101004676
ENSG00000144668,ITGA9,0.49774957,0.04277638
ENSG00000144671,SLC22A14,-0.277314184,0.284965981
ENSG00000144674,GOLGA4,0.074998236,0.612054372
ENSG00000144677,CTDSPL,0.181878611,0.261746488
ENSG00000144681,STAC,-0.24329462,0.597378701
ENSG00000144711,IQSEC1,-0.047379369,0.598240865
ENSG00000144712,CAND2,-0.037587055,0.606166982
ENSG00000144713,RPL32,-0.101599048,0.457842672
ENSG00000144724,PTPRG,0.129443296,0.446149847
ENSG00000144730,IL17RD,-0.112722238,0.480742487
ENSG00000144736,SHQ1,-0.133970481,0.183961075
ENSG00000144741,SLC25A26,0.043981944,0.659179231
ENSG00000144744,UBA3,-0.030641726,0.739568323
ENSG00000144746,ARL6IP5,-0.185700338,0.07814785
ENSG00000144747,TMF1,-0.050174344,0.6588857
ENSG00000144749,LRIG1,0.074804081,0.536911111
ENSG00000144771,LRTM1,-0.065302433,0.858419627
ENSG00000144785,,0.064969247,0.765991051
ENSG00000144791,LIMD1,-0.096964469,0.39692179
ENSG00000144792,ZNF660,0.07692412,0.501748112
ENSG00000144802,NFKBIZ,-0.331348341,0.185688868
ENSG00000144810,COL8A1,0.045228232,0.921858849
ENSG00000144815,NXPE3,-0.009442121,0.942352253
ENSG00000144821,MYH15,-0.550978904,0.011295721
ENSG00000144824,PHLDB2,-0.327756238,0.128771644
ENSG00000144827,ABHD10,-0.17532233,0.174153767
ENSG00000144834,TAGLN3,-0.166168447,0.133608317
ENSG00000144837,PLA1A,-0.342309552,0.530579642
ENSG00000144840,RABL3,-0.195001771,0.095266397
ENSG00000144843,ADPRH,-1.109732037,0.011251899
ENSG00000144847,IGSF11,0.436174005,0.08850393
ENSG00000144848,ATG3,-0.101326424,0.292063471
ENSG00000144852,NR1I2,0.127847152,0.523931282
ENSG00000144857,BOC,-0.210478913,0.222918624
ENSG00000144867,SRPRB,-0.092833405,0.54872871
ENSG00000144868,TMEM108,0.085475589,0.787150569
ENSG00000144891,AGTR1,-0.598892915,0.293849089
ENSG00000144893,MED12L,0.031993404,0.838396611
ENSG00000144895,EIF2A,0.06156508,0.532118084
ENSG00000144908,ALDH1L1,0.068595407,0.895320786
ENSG00000144909,OSBPL11,-0.003552105,0.975111068
ENSG00000144935,TRPC1,-0.005034241,0.963765682
ENSG00000144959,NCEH1,-0.257027252,0.178264146
ENSG00000145002,FAM86B2,0.10574286,0.632407838
ENSG00000145012,LPP,-0.14905953,0.408408469
ENSG00000145014,TMEM44,0.190620633,0.112382532
ENSG00000145016,RUBCN,-0.13216602,0.165113675
ENSG00000145020,AMT,-0.195659791,0.089537756
ENSG00000145022,TCTA,-0.148310433,0.456558666
ENSG00000145029,NICN1,-0.1590924,0.004869687
ENSG00000145040,UCN2,-0.329974203,0.341568607
ENSG00000145041,DCAF1,0.030424917,0.591824147
ENSG00000145050,MANF,-0.360892914,0.071265111
ENSG00000145063,,-0.078796546,0.784074227
ENSG00000145075,,-0.05395046,0.768322883
ENSG00000145087,STXBP5L,0.185488126,0.447599631
ENSG00000145088,EAF2,-0.323277428,0.014259738
ENSG00000145103,ILDR1,-0.199959707,0.63437609
ENSG00000145107,TM4SF19,-0.080913207,0.576477138
ENSG00000145113,MUC4,-0.047849228,0.884951544
ENSG00000145147,SLIT2,-0.02391426,0.919752975
ENSG00000145191,EIF2B5,-0.075669397,0.295322444
ENSG00000145192,AHSG,0.233043506,0.576734418
ENSG00000145194,ECE2,-0.025230523,0.878014472
ENSG00000145198,VWA5B2,-0.063845213,0.823238402
ENSG00000145214,DGKQ,-0.20529378,0.02183311
ENSG00000145216,FIP1L1,-0.057712249,0.353140547
ENSG00000145217,SLC26A1,0.001303255,0.992943746
ENSG00000145220,LYAR,-0.21161933,0.219731417
ENSG00000145241,CENPC,-0.00932577,0.875800758
ENSG00000145242,EPHA5,-0.000521657,0.998472907
ENSG00000145244,CORIN,0.402059252,0.146156844
ENSG00000145246,ATP10D,0.375644681,0.101391491
ENSG00000145247,OCIAD2,-0.665690501,0.117002662
ENSG00000145248,SLC10A4,-0.384094418,0.161660064
ENSG00000145283,SLC10A6,-0.173482345,0.461242665
ENSG00000145284,SCD5,0.105896798,0.516450175
ENSG00000145287,PLAC8,0.223112962,0.506012658
ENSG00000145293,ENOPH1,-0.001994473,0.981681987
ENSG00000145331,TRMT10A,-0.031579023,0.755533401
ENSG00000145332,KLHL8,0.160073296,0.202389385
ENSG00000145335,SNCA,-0.248289026,0.189680765
ENSG00000145348,TBCK,-0.034373177,0.64380307
ENSG00000145349,CAMK2D,-0.215086088,0.047086642
ENSG00000145354,CISD2,-0.082234291,0.474692553
ENSG00000145358,DDIT4L,0.008196335,0.985901687
ENSG00000145362,ANK2,-0.11066639,0.530238266
ENSG00000145365,TIFA,0.341268612,0.014903187
ENSG00000145375,AFG2A,0.015136114,0.862001815
ENSG00000145384,FABP2,-0.355401922,0.260958055
ENSG00000145386,CCNA2,0.098800514,0.546320772
ENSG00000145388,METTL14,-0.038122499,0.581470067
ENSG00000145390,USP53,-0.218546747,0.248774281
ENSG00000145391,SETD7,0.170786077,0.165708794
ENSG00000145414,NAF1,-0.04006847,0.645263045
ENSG00000145416,MARCHF1,0.148674727,0.381395414
ENSG00000145423,SFRP2,-0.026182103,0.936864105
ENSG00000145425,RPS3A,-0.104817367,0.461693558
ENSG00000145428,RNF175,-0.015672193,0.937659381
ENSG00000145431,PDGFC,0.039080572,0.842879687
ENSG00000145439,CBR4,0.031136131,0.666020318
ENSG00000145451,GLRA3,-0.181416243,0.704149555
ENSG00000145476,CYP4V2,-0.074850638,0.550645559
ENSG00000145491,ROPN1L,-0.294762308,0.496167264
ENSG00000145494,NDUFS6,0.003386592,0.971061112
ENSG00000145495,MARCHF6,-0.073874142,0.331125601
ENSG00000145506,NKD2,0.184089157,0.390701486
ENSG00000145526,CDH18,0.0038373,0.990371928
ENSG00000145536,ADAMTS16,-0.157573143,0.641442611
ENSG00000145545,SRD5A1,-0.132379013,0.386131205
ENSG00000145555,MYO10,0.07422558,0.671466644
ENSG00000145569,OTULINL,0.13366691,0.641101407
ENSG00000145592,RPL37,-0.001055846,0.990940368
ENSG00000145604,SKP2,0.12651402,0.357480982
ENSG00000145623,OSMR,-1.13700473,0.003003486
ENSG00000145632,PLK2,-0.330169053,0.155662633
ENSG00000145675,PIK3R1,0.147370234,0.393629143
ENSG00000145681,HAPLN1,3.471268777,4.64E-07
ENSG00000145685,LHFPL2,-0.376757289,0.119825226
ENSG00000145687,SSBP2,0.070678968,0.539803865
ENSG00000145692,BHMT,-0.276732097,0.261628087
ENSG00000145700,ANKRD31,0.293512914,0.169074565
ENSG00000145703,IQGAP2,-0.093178708,0.561452479
ENSG00000145708,CRHBP,0.151806126,0.696131636
ENSG00000145715,RASA1,0.104162156,0.069997522
ENSG00000145721,LIX1,-0.178296826,0.563130374
ENSG00000145723,GIN1,-0.055504957,0.515718977
ENSG00000145725,PPIP5K2,0.138464931,0.339858539
ENSG00000145730,PAM,-0.368635722,0.018466784
ENSG00000145734,BDP1,0.05683047,0.347432541
ENSG00000145736,GTF2H2,-0.403237371,0.031864807
ENSG00000145740,SLC30A5,0.067119758,0.540171356
ENSG00000145741,BTF3,-0.091790204,0.436873089
ENSG00000145743,FBXL17,-0.087645031,0.411824629
ENSG00000145757,SPATA9,-0.176445697,0.516819546
ENSG00000145779,TNFAIP8,0.088868981,0.596179034
ENSG00000145780,FEM1C,-0.02550494,0.804176774
ENSG00000145781,COMMD10,-0.121090072,0.160968535
ENSG00000145782,ATG12,-0.040930266,0.524621011
ENSG00000145794,MEGF10,-0.099571897,0.619875045
ENSG00000145808,ADAMTS19,0.399221784,0.309776107
ENSG00000145817,YIPF5,-0.137028626,0.201488824
ENSG00000145819,ARHGAP26,-0.100964909,0.509735381
ENSG00000145824,CXCL14,-0.025198816,0.958701441
ENSG00000145832,SLC25A48,0.943847577,0.245519163
ENSG00000145833,DDX46,0.109911388,0.2633009
ENSG00000145860,RNF145,-0.225316412,0.030470051
ENSG00000145861,C1QTNF2,0.303973632,0.22277598
ENSG00000145864,GABRB2,0.643918963,0.236797721
ENSG00000145868,FBXO38,-0.012214314,0.78031749
ENSG00000145879,SPINK7,0.070242732,0.773211099
ENSG00000145882,PCYOX1L,0.039007373,0.684843679
ENSG00000145888,GLRA1,0.387659375,0.238120729
ENSG00000145901,TNIP1,-0.098802721,0.372964811
ENSG00000145907,G3BP1,0.028564271,0.716753815
